dataTime,locType,longitude,latitude,heading,accuracy,speed,distance,isBackForeground,stepType,altitude
1758311407,1,-73.992378,40.683912,0.0,13.244701,-1.0,93.025574,1,0,10.001279
1758311483,1,-73.991692,40.684778,0.0,17.218261,-1.0,112.300475,1,0,9.348653
1758311674,1,-73.991192,40.685391,0.0,92.780766,-1.0,80.128126,1,0,3.300737
1758312284,1,-73.988337,40.718194,0.0,61.784002,-1.0,3650.692333,1,0,15.057985
1758312335,1,-73.98885,40.723081,0.0,74.764647,-1.0,544.423445,1,0,15.059317
1758312838,1,-73.996638,40.737457,0.0,60.951494,-1.0,1726.723871,1,0,-0.182407
1758312951,1,-73.99576,40.738528,0.0,17.649596,-1.0,140.16139,1,0,4.848104
1758313074,1,-73.994726,40.738189,0.0,14.430608,-1.0,95.107194,1,0,13.064993
1758313139,1,-73.99384,40.737843,0.0,16.908708,-1.0,84.125506,1,0,12.498465
1758313194,1,-73.992868,40.737317,0.0,15.417515,-1.0,100.760935,1,0,11.953043
1758313332,1,-73.991926,40.736988,0.0,22.781138,-1.0,87.555495,1,0,12.763192
1758316356,1,-73.992954,40.737406,0.0,87.737111,-1.0,98.461544,1,0,61.290626
1758321441,1,-73.992052,40.736978,0.0,51.350946,-1.0,89.799873,1,0,62.183238
1758321475,1,-73.990408,40.73636,0.0,93.5084,-1.0,154.898843,1,0,62.183078
1758321481,1,-73.992008,40.736877,0.0,34.301854,-1.0,146.838539,1,0,62.183135
1758321908,1,-73.993126,40.736592,0.0,27.116172,-1.0,99.59754,1,0,12.381944
1758322077,1,-73.993155,40.735857,0.0,15.310809,-1.0,81.657811,1,0,12.505127
1758322359,1,-73.992287,40.735493,0.0,20.502917,-1.0,83.722387,1,0,8.498928
1758322520,1,-73.993025,40.735946,0.0,14.245955,0.877177,80.103231,1,0,12.22281
1758322650,1,-73.994004,40.736243,0.0,14.997793,-1.0,89.028369,1,0,12.03818
1758322752,1,-73.994887,40.736617,0.0,15.59045,-1.0,85.368935,1,0,20.024448
1758322852,1,-73.995819,40.736964,0.0,15.436245,-1.0,87.648901,1,0,18.324997
1758322931,1,-73.996632,40.737379,0.0,17.594509,-1.0,82.702652,1,0,5.363711
1758323323,1,-73.992539,40.742813,0.0,73.147132,-1.0,695.459415,1,0,-23.504713
1758323390,1,-73.987194,40.75043,0.0,147.463446,-1.0,958.805767,1,0,9.502001
1758323507,1,-73.981722,40.758072,0.0,44.978104,-1.0,966.291506,1,0,10.883894
1758323656,1,-73.981074,40.758658,0.0,29.873145,0.0,85.024805,1,0,19.106295
1758323798,1,-73.981508,40.759318,0.0,66.195014,-1.0,81.945361,1,0,19.087882
1758323824,1,-73.98197,40.760293,0.0,27.552512,2.316019,115.086984,1,0,23.19385
1758323837,1,-73.980936,40.759257,0.0,29.91236,-1.0,144.426942,1,0,19.093733
1758324466,1,-73.98045,40.759881,0.0,28.670351,-1.0,80.535083,1,0,19.093733
1758325355,1,-73.981023,40.759134,0.0,27.503548,-1.0,96.033339,1,0,17.21839
1758325590,1,-73.987125,40.750809,0.0,74.885604,-1.0,1058.376513,1,0,1.503733
1758325720,1,-73.987725,40.750178,0.0,31.527696,-1.0,86.47337,1,0,9.033733
1758325846,1,-73.988142,40.749508,0.0,22.69504,-1.0,82.316482,1,0,12.283733
1758325892,1,-73.988299,40.748737,0.0,24.907734,-1.0,86.639567,1,0,12.283733
1758325992,1,-73.98786,40.748086,0.0,21.355419,-1.0,81.245302,1,0,12.283733
1758326077,1,-73.986965,40.747794,0.0,15.734165,-1.0,82.246395,1,0,12.283733
1758326154,1,-73.986099,40.747367,0.0,29.198199,-1.0,87.162149,1,0,12.283733
1758326678,1,-73.985178,40.747099,0.0,25.773365,-1.0,83.279516,1,0,12.283733
1758326738,1,-73.984334,40.746697,0.0,15.953448,-1.0,84.103201,1,0,10.263733
1758326840,1,-73.983467,40.746099,0.0,54.503896,-1.0,98.848752,1,0,9.993733
1758332641,1,-73.984216,40.746625,0.0,17.261756,-1.0,86.099144,1,0,4.143733
1758332735,1,-73.985017,40.747071,0.0,23.800428,-1.0,83.838968,1,0,4.143733
1758333084,1,-73.988457,40.745416,0.0,44.737106,0.0,343.767281,1,0,14.756254
1758333096,1,-73.985957,40.747333,0.0,29.39307,-1.0,299.832591,1,0,4.189374
1758333189,1,-73.986953,40.747497,0.0,20.577158,-1.0,86.068003,1,0,4.143733
1758333278,1,-73.987681,40.747997,0.0,19.315304,-1.0,82.845251,1,0,4.143733
1758333374,1,-73.988359,40.748564,0.0,19.712021,-1.0,85.108653,1,0,4.143733
1758333517,1,-73.988267,40.749317,0.0,22.088498,-1.0,83.980181,1,0,4.143733
1758333680,1,-73.987862,40.750043,0.0,23.07647,-1.0,87.577585,1,0,4.143733
1758333755,1,-73.98784,40.750802,0.0,28.787697,-1.0,84.306804,1,0,15.299297
1758333884,1,-73.987835,40.749979,0.0,27.350216,-1.0,91.394449,1,0,4.143733
1758333976,1,-73.988406,40.749141,0.0,24.487788,-1.0,104.812418,1,0,4.143733
1758334573,1,-73.993059,40.743015,0.0,32.078809,-1.0,785.634008,1,0,-5.346267
1758334985,1,-73.988855,40.723154,0.0,83.923971,-1.0,2233.938044,1,0,-9.946267
1758335616,1,-73.991214,40.685404,0.0,126.966276,-1.0,4196.800504,1,0,-10.136267
1758335745,1,-73.991876,40.684638,0.0,17.217649,-1.0,101.820285,1,0,7.744819
1758335817,1,-73.992354,40.683991,0.0,12.367755,-1.0,82.431136,1,0,-5.400084
1758335864,1,-73.992807,40.6833,0.0,17.374362,-1.0,85.758711,1,0,9.245071
1758335972,1,-73.992266,40.682637,0.0,11.689184,-1.0,86.67251,1,0,-3.120084
1758336022,1,-73.991378,40.68231,0.0,14.631295,-1.0,83.388202,1,0,-3.120084
1758336111,1,-73.990535,40.681959,0.0,8.746971,0.0,81.225733,1,0,6.72106
1758336175,1,-73.989665,40.68162,0.0,15.479284,-1.0,82.619837,1,0,6.717493
1758336256,1,-73.988775,40.681233,0.0,12.975151,-1.0,86.6091,1,0,4.143652
1758340802,1,-73.988573,40.681092,0.0,2.461475,-1.0,23.167946,1,0,4.019916
1758421625,1,-73.989397,40.681469,0.0,19.604597,1.588728,81.269292,1,0,4.617019
1758421697,1,-73.990257,40.681784,0.0,13.376944,-1.0,80.677422,1,0,5.337041
1758421766,1,-73.991121,40.682098,0.0,16.120087,-1.0,80.934363,1,0,6.547704
1758421850,1,-73.991965,40.682445,0.0,8.222468,1.052316,81.087945,1,0,8.859577
1758421890,1,-73.992828,40.68278,0.0,16.010693,-1.0,81.890806,1,0,9.030267
1758422002,1,-73.992541,40.683653,0.0,19.337816,-1.0,99.934622,1,0,9.760401
1758422077,1,-73.992092,40.684335,0.0,14.77455,-1.0,84.713682,1,0,9.343379
1758422146,1,-73.991626,40.684995,0.0,14.690899,-1.0,83.207477,1,0,8.494291
1758423499,1,-73.988114,40.718361,0.0,34.319808,-1.0,3717.0991,1,0,-0.641939
1758423569,1,-73.98885,40.723151,0.0,62.605936,-1.0,535.544885,1,0,1.507181
1758424065,1,-73.992572,40.742801,0.0,40.659636,-1.0,2204.648288,1,0,9.554568
1758424119,1,-73.989053,40.748569,0.0,19.998709,-1.0,706.124637,1,0,-0.99909
1758424430,1,-73.988119,40.748408,0.0,7.461713,0.04703,80.884361,1,0,14.612308
1758425666,1,-73.987278,40.747889,0.0,20.786524,-1.0,91.470648,1,0,14.9802
1758425780,1,-73.986326,40.747459,0.0,22.453208,-1.0,93.514566,1,0,16.679375
1758425857,1,-73.985383,40.74725,0.0,16.051149,-1.0,82.956705,1,0,16.00066
1758426386,1,-73.986327,40.747509,0.0,18.116403,-1.0,84.757546,1,0,15.779022
1758426436,1,-73.987376,40.747908,0.0,27.176426,-1.0,99.058464,1,0,17.029925
1758426520,1,-73.988274,40.74826,0.0,18.670743,-1.0,85.32402,1,0,27.462473
1758427020,1,-73.993065,40.743015,0.0,24.97986,-1.0,709.224475,1,0,-2.469694
1758427213,1,-73.997947,40.736021,0.0,637.89998,-1.0,879.355906,1,0,2.774452
1758427381,1,-73.99522,40.724924,0.0,50.579837,-1.0,1253.652174,1,0,5.260327
1758427426,1,-73.989269,40.723039,0.0,164.16366,-1.0,544.607359,1,0,5.785008
1758427617,1,-73.990167,40.712914,0.0,112.059071,-1.0,1126.922894,1,0,-13.21791
1758427984,1,-73.991219,40.685339,0.0,150.601924,-1.0,3063.439056,1,0,1.8273
1758428126,1,-73.991801,40.684713,0.0,14.684934,-1.0,85.164675,1,0,7.694047
1758428170,1,-73.99227,40.684067,0.0,15.21373,-1.0,81.963743,1,0,7.934176
1758428244,1,-73.992713,40.683374,0.0,16.600844,-1.0,85.584323,1,0,8.986377
1758428355,1,-73.992415,40.682656,0.0,12.179225,-1.0,83.617382,1,0,10.419464
1758428397,1,-73.991512,40.682331,0.0,14.892085,-1.0,84.436486,1,0,10.419281
1758428476,1,-73.99059,40.681935,0.0,11.928439,-1.0,89.490653,1,0,7.194473
1758428555,1,-73.98962,40.68164,0.0,13.941447,-1.0,88.300116,1,0,4.482229
1758428624,1,-73.988781,40.681256,0.0,13.505264,-1.0,82.756582,1,0,6.68573
1758504328,1,-73.989661,40.681621,0.0,15.339074,-1.0,84.716045,1,0,3.783494
1758504375,1,-73.990521,40.681996,0.0,12.952705,0.0,83.781732,1,0,6.501565
1758504437,1,-73.990462,40.682788,0.0,19.647025,-1.0,88.091271,1,0,6.307069
1758504534,1,-73.989894,40.683472,0.0,13.112952,-1.0,89.860626,1,0,6.529937
1758504600,1,-73.989425,40.684146,0.0,15.179896,-1.0,84.698466,1,0,6.527507
1758504697,1,-73.988943,40.684823,0.0,16.386306,-1.0,85.511152,1,0,6.392769
1758504763,1,-73.988493,40.685492,0.0,22.355588,-1.0,83.464033,1,0,6.20954
1758504811,1,-73.988007,40.686112,0.0,13.708926,-1.0,80.175811,1,0,6.809621
1758504883,1,-73.987609,40.686825,0.0,17.758589,-1.0,86.029041,1,0,7.699404
1758504966,1,-73.987064,40.687577,0.0,27.943724,-1.0,95.373809,1,0,7.699515
1758505048,1,-73.986611,40.688338,0.0,25.669821,-1.0,92.779109,1,0,11.146776
1758505094,1,-73.986258,40.689087,0.0,19.499081,-1.0,88.365982,1,0,14.458031
1758505180,1,-73.985471,40.689654,0.0,20.13438,-1.0,91.600066,1,0,14.389563
1758505338,1,-73.984443,40.689834,0.0,21.26521,-1.0,89.170894,1,0,27.045987
1758505437,1,-73.984769,40.690533,0.0,24.659219,-1.0,82.369505,1,0,8.746514
1758505944,1,-73.990391,40.692435,0.0,39.812592,-1.0,520.032038,1,0,12.657807
1758506982,1,-74.014511,40.704072,0.0,39.990782,-1.0,2413.830442,1,0,20.953721
1758507062,1,-74.012039,40.707374,0.0,59.044718,-1.0,422.015323,1,0,5.266947
1758507142,1,-74.009977,40.710164,0.0,52.735113,-1.0,355.466782,1,0,5.286343
1758507247,1,-74.004848,40.712668,0.0,60.698995,-1.0,514.969189,1,0,6.22192
1758507390,1,-73.997193,40.722316,0.0,80.864179,-1.0,1251.494373,1,0,8.613381
1758507548,1,-73.989678,40.734306,0.0,117.2478,-1.0,1475.12902,1,0,10.662315
1758507659,1,-73.990152,40.733653,0.0,14.153448,0.842589,82.83519,1,0,49.762051
1758507712,1,-73.990129,40.732921,0.0,21.545789,-1.0,81.311323,1,0,14.261983
1758507783,1,-73.990055,40.732112,0.0,18.008669,-1.0,90.055946,1,0,25.700434
1758507848,1,-73.989124,40.731539,0.0,21.924114,-1.0,101.162442,1,0,19.832409
1758513541,1,-73.98824,40.731827,0.0,25.178089,-1.0,81.223038,1,0,15.825539
1758513606,1,-73.988006,40.732221,0.0,25.570945,-1.0,48.011384,1,0,11.937449
1758513690,1,-73.98744,40.732981,0.0,17.174759,-1.0,96.999821,1,0,12.3503
1758513951,1,-73.989964,40.73439,0.0,96.265195,-1.0,264.46727,1,0,5.162585
1758513966,1,-73.990985,40.734784,0.0,44.153945,-1.0,96.712186,1,0,5.194296
1758514061,1,-73.997019,40.737455,0.0,15.614993,-1.0,589.741642,1,0,-1.028161
1758514598,1,-73.988858,40.723152,0.0,62.900293,-1.0,1731.498957,1,0,1.447096
1758514653,1,-73.988028,40.718981,0.0,28.841224,-1.0,468.462162,1,0,8.18161
1758514756,1,-73.990154,40.712951,0.0,91.3727,-1.0,693.296165,1,0,0.142411
1758515140,1,-73.991228,40.685387,0.0,145.472505,-1.0,3062.275805,1,0,1.727963
1758515279,1,-73.991817,40.684716,0.0,12.715639,-1.0,89.617703,1,0,7.920633
1758515350,1,-73.992283,40.684072,0.0,14.133335,-1.0,81.646765,1,0,8.27442
1758515426,1,-73.992753,40.683442,0.0,14.632919,-1.0,80.454974,1,0,8.925593
1758515530,1,-73.99254,40.682687,0.0,17.241948,-1.0,85.752922,1,0,10.52699
1758515575,1,-73.991662,40.682374,0.0,16.322716,-1.0,81.956852,1,0,10.782089
1758515642,1,-73.990662,40.681976,0.0,15.321025,-1.0,95.391132,1,0,7.326569
1758515729,1,-73.989666,40.681616,0.0,16.569305,-1.0,93.205186,1,0,6.295186
1758515803,1,-73.988798,40.681266,0.0,13.001971,0.621195,83.034069,1,0,9.186525
1758557071,1,-73.989623,40.68162,0.0,15.402848,-1.0,80.057184,1,0,4.194034
1758557124,1,-73.990516,40.682025,0.0,14.551488,-1.0,87.871089,1,0,6.111851
1758557206,1,-73.991481,40.682344,0.0,14.153041,-1.0,88.935331,1,0,11.087037
1758557270,1,-73.992356,40.682658,0.0,12.095842,-1.0,81.774563,1,0,12.933805
1758557344,1,-73.992818,40.683316,0.0,13.593579,-1.0,82.852023,1,0,11.069923
1758557418,1,-73.992353,40.683981,0.0,14.73994,-1.0,83.657226,1,0,10.15175
1758557489,1,-73.991834,40.684698,0.0,15.124518,-1.0,90.909,1,0,9.330846
1758557563,1,-73.991332,40.68531,0.0,5.340821,0.643505,80.122327,1,0,6.93026
1758558589,1,-73.988859,40.723112,0.0,61.595014,-1.0,4203.051022,1,0,50.238219
1758558670,1,-73.995171,40.724935,0.0,167.911051,-1.0,570.405469,1,0,3.15
1758558947,1,-73.996636,40.73746,0.0,74.901466,-1.0,1396.378509,1,0,-12.841253
1758559027,1,-73.996067,40.738158,0.0,20.1169,-1.0,91.203518,1,0,4.769376
1758559162,1,-73.99517,40.73841,0.0,14.25325,-1.0,80.770397,1,0,11.762412
1758559297,1,-73.993532,40.737684,0.0,79.15802,0.0,160.133935,1,0,11.547971
1758559504,1,-73.99251,40.737214,0.0,42.295014,-1.0,100.877753,1,0,13.011713
1758560389,1,-73.991508,40.73692,0.0,84.503561,-1.0,90.715892,1,0,62.20035
1758560516,1,-73.992395,40.737223,0.0,23.438549,-1.0,82.132136,1,0,12.960435
1758560612,1,-73.991521,40.736903,0.0,20.411037,-1.0,81.932333,1,0,14.663139
1758560658,1,-73.990681,40.736513,0.0,18.308209,-1.0,83.126636,1,0,35.227267
1758560744,1,-73.991195,40.735871,0.0,15.092843,-1.0,83.473893,1,0,114.840619
1758560795,1,-73.991103,40.735154,0.0,22.047312,-1.0,80.00157,1,0,80.111775
1758560989,1,-73.990878,40.735975,0.0,29.574928,-1.0,93.132346,1,0,114.685193
1758561105,1,-73.99044,40.736649,0.0,14.943933,-1.0,83.492336,1,0,14.555801
1758561204,1,-73.989515,40.736341,0.0,20.91432,-1.0,85.291237,1,0,20.217883
1758561265,1,-73.989994,40.735634,0.0,25.010764,-1.0,88.324427,1,0,85.644828
1758561360,1,-73.990632,40.735063,0.0,31.161894,-1.0,83.216595,1,0,42.962332
1758562133,1,-73.990561,40.735146,0.0,28.016178,-1.0,10.996439,1,0,14.272668
1758562451,1,-73.991576,40.735366,0.0,30.316299,-1.0,89.147985,1,0,33.776391
1758562542,1,-73.992154,40.734758,0.0,25.956404,1.502912,83.320543,1,0,15.153224
1758562645,1,-73.992708,40.734134,0.0,20.848997,-1.0,83.61542,1,0,13.672634
1758562790,1,-73.992177,40.734786,0.0,11.827876,-1.0,85.170888,1,0,12.649924
1758562849,1,-73.991756,40.735436,0.0,22.026993,0.93568,80.466245,1,0,20.699722
1758562990,1,-73.990691,40.735135,0.0,99.232089,-1.0,95.96765,1,0,15.170226
1758562991,1,-73.991946,40.735375,0.0,42.621521,-1.0,109.306214,1,0,15.170443
1758563279,1,-73.991048,40.735146,0.0,13.440999,-1.0,80.00156,1,0,14.399274
1758565162,1,-73.991072,40.734311,0.0,76.051788,-1.0,92.748537,1,0,67.223723
1758565169,1,-73.990941,40.735123,0.0,41.574548,-1.0,90.848938,1,0,56.916204
1758566791,1,-73.991136,40.735939,0.0,19.449837,-1.0,92.101741,1,0,90.684357
1758566887,1,-73.990583,40.736531,0.0,20.7931,-1.0,80.64653,1,0,17.944114
1758566970,1,-73.991475,40.736963,0.0,14.800656,-1.0,89.32176,1,0,30.463186
1758567174,1,-73.992395,40.737168,0.0,19.940131,-1.0,80.976723,1,0,62.151233
1758570259,1,-73.992351,40.737134,0.0,27.999225,-1.0,5.29803,1,0,61.777326
1758571355,1,-73.991438,40.736799,0.0,21.945173,-1.0,85.623703,1,0,55.683965
1758571441,1,-73.992361,40.737125,0.0,21.183394,-1.0,85.959599,1,0,62.215489
1758573384,1,-73.991016,40.736742,0.0,54.357731,-1.0,121.310558,1,0,62.109358
1758573505,1,-73.99216,40.736967,0.0,31.996073,-1.0,99.810084,1,0,61.454112
1758573910,1,-73.993164,40.737551,0.0,13.274794,-1.0,106.76127,1,0,13.194665
1758573974,1,-73.99406,40.737997,0.0,17.696629,-1.0,90.44866,1,0,12.279236
1758574049,1,-73.995019,40.738331,0.0,15.336026,-1.0,89.092398,1,0,12.199305
1758574133,1,-73.996003,40.738565,0.0,17.563068,-1.0,87.083738,1,0,12.07995
1758575494,1,-73.991206,40.685392,0.0,124.161678,-1.0,5918.692559,1,0,1.830576
1758575658,1,-73.991852,40.684776,0.0,19.100432,-1.0,87.529894,1,0,7.42307
1758575712,1,-73.992228,40.684108,0.0,15.85186,-1.0,80.702924,1,0,8.566816
1758575798,1,-73.992755,40.683333,0.0,19.72406,-1.0,96.909092,1,0,8.839649
1758575902,1,-73.992303,40.682641,0.0,13.05409,1.067471,85.820557,1,0,18.111963
1758575958,1,-73.991367,40.682332,0.0,17.596165,-1.0,86.244425,1,0,10.284943
1758576035,1,-73.990699,40.681779,0.0,9.690181,0.644863,83.425904,1,0,7.033213
1758576087,1,-73.989657,40.681719,0.0,14.57386,-1.0,83.139166,1,0,6.469177
1758576157,1,-73.988891,40.68125,0.0,16.443114,-1.0,83.101907,1,0,4.408104
1758600014,1,-73.988573,40.681092,0.0,4.090594,-1.0,32.102387,1,0,4.462735
1758642033,1,-73.989458,40.681561,0.0,17.041748,-1.0,91.159516,1,0,4.921428
1758642087,1,-73.990349,40.681815,0.0,13.760517,-1.0,80.432118,1,0,5.105962
1758642150,1,-73.991254,40.682151,0.0,13.533545,-1.0,85.121277,1,0,6.833062
1758642211,1,-73.99219,40.682548,0.0,13.184499,-1.0,90.580915,1,0,12.117489
1758642273,1,-73.993013,40.68297,0.0,16.991096,-1.0,83.885885,1,0,12.876476
1758642347,1,-73.992539,40.683622,0.0,19.026807,-1.0,82.752404,1,0,11.101749
1758642415,1,-73.992094,40.684311,0.0,13.407766,-1.0,85.260461,1,0,10.241383
1758642480,1,-73.991611,40.685006,0.0,20.876398,-1.0,87.314212,1,0,8.510981
1758643199,1,-73.987164,40.693684,0.0,70.995014,-1.0,1034.408858,1,0,0.0
1758643542,1,-73.988009,40.718854,0.0,101.111799,-1.0,2795.997616,1,0,3.458138
1758643705,1,-73.995178,40.724936,0.0,168.224417,-1.0,907.208101,1,0,3.153565
1758643876,1,-74.00127,40.73109,0.0,19.997191,-1.0,855.535149,1,0,-12.909528
1758643994,1,-73.996666,40.737418,0.0,74.496804,-1.0,803.157462,1,0,15.163712
1758644075,1,-73.996121,40.738111,0.0,34.735253,-1.0,89.676149,1,0,4.569228
1758644181,1,-73.995339,40.73853,0.0,20.61671,-1.0,80.799528,1,0,8.648071
1758644238,1,-73.994582,40.73807,0.0,9.387568,-1.0,81.844094,1,0,9.601433
1758644314,1,-73.993652,40.737791,0.0,15.198317,-1.0,84.448118,1,0,11.225983
1758644371,1,-73.99274,40.73732,0.0,17.815412,-1.0,93.116539,1,0,11.718344
1758644554,1,-73.991553,40.736759,0.0,50.586377,-1.0,118.046542,1,0,46.737105
1758644613,1,-73.99239,40.737192,0.0,22.256381,-1.0,85.505279,1,0,60.807284
1758649933,1,-73.991531,40.736669,0.0,32.561842,-1.0,92.943362,1,0,62.239054
1758649988,1,-73.992333,40.737126,0.0,22.02347,-1.0,84.647777,1,0,62.237285
1758655067,1,-73.992264,40.737886,0.0,24.210646,-1.0,84.598597,1,0,13.27898
1758655173,1,-73.9916,40.738685,0.0,17.920182,-1.0,104.970164,1,0,13.277974
1758655273,1,-73.991264,40.739399,0.0,24.499405,-1.0,84.215928,1,0,13.063778
1758655327,1,-73.990683,40.739979,0.0,28.117072,-1.0,80.973794,1,0,13.600138
1758655366,1,-73.990222,40.740665,0.0,26.015034,-1.0,85.554431,1,0,13.979414
1758655466,1,-73.989595,40.741237,0.0,19.485023,-1.0,82.701589,1,0,15.440808
1758655556,1,-73.989228,40.741918,0.0,26.871246,-1.0,81.731189,1,0,13.613244
1758655625,1,-73.988703,40.742554,0.0,16.207115,-1.0,83.394435,1,0,13.530203
1758655694,1,-73.988057,40.743102,0.0,21.248142,-1.0,81.735116,1,0,13.755842
1758655755,1,-73.987838,40.743956,0.0,26.125206,-1.0,96.623138,1,0,13.535132
1758655816,1,-73.987266,40.744548,0.0,20.704928,-1.0,81.585285,1,0,14.486106
1758655889,1,-73.986792,40.745178,0.0,24.866047,-1.0,80.606897,1,0,17.548319
1758655950,1,-73.986384,40.745839,0.0,12.585953,2.112119,81.089471,1,0,14.662768
1758656008,1,-73.986007,40.746512,0.0,19.47784,0.599063,81.236222,1,0,15.438521
1758656060,1,-73.985539,40.747145,0.0,17.308792,0.0,80.64496,1,0,14.881455
1758656160,1,-73.985082,40.747831,0.0,15.074704,0.879179,85.399766,1,0,17.032839
1758656261,1,-73.984699,40.748519,0.0,28.089145,-1.0,82.967524,1,0,15.312544
1758656338,1,-73.984187,40.749157,0.0,22.307395,-1.0,83.003412,1,0,19.168714
1758656407,1,-73.984002,40.749913,0.0,83.979905,0.0,85.394909,1,0,20.914049
1758661015,1,-73.984894,40.750246,0.0,23.605083,-1.0,83.923201,1,0,20.020138
1758661074,1,-73.985891,40.750599,0.0,23.315954,-1.0,92.882342,1,0,19.449362
1758661129,1,-73.986751,40.751021,0.0,32.677095,-1.0,86.434938,1,0,19.886278
1758661241,1,-73.986556,40.750195,0.0,42.045355,-1.0,93.193412,1,0,21.762382
1758661292,1,-73.98762,40.750173,0.0,29.865023,-1.0,89.889667,1,0,24.174897
1758661374,1,-73.988015,40.749469,0.0,28.134326,-1.0,84.998267,1,0,15.630359
1758661426,1,-73.988286,40.748757,0.0,22.455906,-1.0,82.312807,1,0,14.933272
1758661840,1,-73.992133,40.744204,0.0,66.810987,-1.0,600.989853,1,0,6.90778
1758661843,1,-73.992945,40.743182,0.0,23.28563,-1.0,132.604424,1,0,6.71775
1758661944,1,-73.996494,40.738235,0.0,83.832554,-1.0,625.816174,1,0,3.388898
1758662235,1,-73.995358,40.725009,0.0,166.78644,-1.0,1471.862899,1,0,3.1
1758662965,1,-73.991207,40.685389,0.0,112.098637,-1.0,4413.694552,1,0,1.855762
1758663137,1,-73.991837,40.684762,0.0,18.538978,-1.0,87.659569,1,0,7.987558
1758663199,1,-73.992247,40.684078,0.0,11.317035,0.93354,83.490676,1,0,8.647329
1758663273,1,-73.992722,40.683348,0.0,15.146169,-1.0,90.464762,1,0,9.590502
1758663375,1,-73.992178,40.682554,0.0,16.890152,-1.0,99.443982,1,0,11.342027
1758663428,1,-73.991253,40.682313,0.0,14.997043,-1.0,82.647468,1,0,11.289803
1758663504,1,-73.990434,40.681917,0.0,9.614386,-1.0,82.018976,1,0,6.971155
1758663562,1,-73.989555,40.681578,0.0,11.173728,-1.0,83.297747,1,0,6.161502
1758663662,1,-73.988661,40.681209,0.0,17.128513,-1.0,85.967968,1,0,9.338017
1758670997,1,-73.989518,40.681576,0.0,12.202641,1.192484,83.122591,1,0,4.971763
1758671063,1,-73.990447,40.681938,0.0,14.073963,-1.0,88.22324,1,0,5.816942
1758671140,1,-73.991317,40.682268,0.0,15.626496,-1.0,82.169209,1,0,6.759504
1758671246,1,-73.992157,40.682607,0.0,14.810106,-1.0,80.370635,1,0,10.547808
1758671323,1,-73.993027,40.682899,0.0,12.831016,-1.0,80.376097,1,0,10.753
1758671398,1,-73.992548,40.683664,0.0,20.395014,-1.0,94.108442,1,0,9.198995
1758671480,1,-73.991977,40.684456,0.0,14.842022,-1.0,100.325065,1,0,9.368353
1758671565,1,-73.991528,40.685108,0.0,18.017196,-1.0,81.748956,1,0,8.03055
1758671967,1,-73.976672,40.687155,0.0,54.595014,-1.0,1276.251274,1,0,10.430632
1758672222,1,-73.954946,40.689444,0.0,168.352625,-1.0,1854.102695,1,0,5.782027
1758672595,1,-73.951255,40.711776,0.0,107.368875,-1.0,2499.469932,1,0,-13.602432
1758672683,1,-73.951703,40.713837,0.0,39.98401,-1.0,231.979938,1,0,-3.727765
1758672969,1,-73.957491,40.71763,0.0,41.959563,-1.0,645.457609,1,0,-5.433439
1758673100,1,-73.958402,40.717405,0.0,14.245955,1.014766,80.932352,1,0,8.650971
1758673199,1,-73.959217,40.717928,0.0,18.092657,-1.0,90.087548,1,0,8.69965
1758673264,1,-73.960037,40.718371,0.0,14.0,1.325662,84.972784,1,0,8.017139
1758673322,1,-73.960753,40.71885,0.0,14.245955,1.503048,80.556037,1,0,7.279159
1758673400,1,-73.961615,40.719324,0.0,15.489395,-1.0,89.862405,1,0,4.300322
1758673451,1,-73.962494,40.719739,0.0,26.17909,-1.0,87.405532,1,0,4.300322
1758673845,1,-73.961669,40.719327,0.0,13.935897,-1.0,83.38003,1,0,4.300322
1758674831,1,-73.96169,40.718412,0.0,93.215468,-1.0,101.624901,1,0,3.940322
1758674834,1,-73.961795,40.719148,0.0,19.558389,-1.0,82.211809,1,0,3.940322
1758681278,1,-73.960721,40.718776,0.0,27.337799,0.0,99.705532,1,0,6.966186
1758681356,1,-73.960039,40.718274,0.0,14.245955,1.081804,80.17597,1,0,8.658187
1758681429,1,-73.959295,40.717813,0.0,14.245955,1.234015,81.070751,1,0,9.351411
1758681496,1,-73.958543,40.717346,0.0,14.245955,1.346325,82.015672,1,0,9.234162
1758681583,1,-73.957793,40.716895,0.0,14.245954,1.365891,80.771246,1,0,8.166025
1758681646,1,-73.95705,40.716418,0.0,14.245955,1.343125,82.139673,1,0,9.130111
1758681705,1,-73.956302,40.715954,0.0,14.245955,0.968024,81.543185,1,0,6.821173
1758681803,1,-73.955544,40.715496,0.0,14.245955,1.050992,81.783747,1,0,5.579626
1758681869,1,-73.954647,40.715151,0.0,14.619396,-1.0,84.922902,1,0,5.818472
1758681923,1,-73.954066,40.714559,0.0,14.245955,2.086914,82.046906,1,0,4.182242
1758682000,1,-73.95348,40.713987,0.0,14.245955,1.522974,80.537373,1,0,7.272007
1758682110,1,-73.952582,40.714225,0.0,14.245954,1.288488,80.345786,1,0,4.742463
1758682166,1,-73.951152,40.714089,0.0,71.287187,-1.0,121.76468,1,0,4.425969
1758682183,1,-73.952166,40.71422,0.0,27.20941,-1.0,86.901786,1,0,4.425969
1758682557,1,-73.951828,40.714981,0.0,20.649048,5.222973,89.20303,1,0,4.738601
1758682565,1,-73.951107,40.715599,0.0,18.358982,12.795061,91.765736,1,0,5.183181
